년,월,평균상대습도(%),최소상대습도(%),지역
 2012,09,81,41,대전광역시
 2013,03,57,11,대전광역시
 2013,04,62,16,대전광역시
 2013,05,68,14,대전광역시
 2013,06,76,31,대전광역시
 2013,07,85,51,대전광역시
 2013,08,82,42,대전광역시
 2013,09,81,25,대전광역시
 2014,03,64,14,대전광역시
 2014,04,61,14,대전광역시
 2014,05,62,18,대전광역시
 2014,06,77,42,대전광역시
 2014,07,83,43,대전광역시
 2014,08,87,53,대전광역시
 2014,09,78,30,대전광역시
 2015,03,51,7,대전광역시
 2015,04,68,13,대전광역시
 2015,05,60,12,대전광역시
 2015,06,68,18,대전광역시
 2015,07,80,33,대전광역시
 2015,08,76,43,대전광역시
 2015,09,69,18,대전광역시
 2016,03,58,13,대전광역시
 2016,04,63,8,대전광역시
 2016,05,62,13,대전광역시
 2016,06,72,24,대전광역시
 2016,07,81,46,대전광역시
 2016,08,72,29,대전광역시
 2016,09,79,41,대전광역시
 2017,03,54,13,대전광역시
 2017,04,57,12,대전광역시
 2017,05,60,13,대전광역시
 2017,06,62,20,대전광역시
 2017,07,87,53,대전광역시
 2017,08,83,33,대전광역시
 2017,09,77,24,대전광역시
 2018,03,70,20,대전광역시
 2018,04,64,12,대전광역시
 2018,05,70,18,대전광역시
 2018,06,68,21,대전광역시
 2018,07,76,42,대전광역시
 2018,08,72,30,대전광역시
 2018,09,76,30,대전광역시
 2019,03,60,7,대전광역시
 2019,04,61,11,대전광역시
 2019,05,56,13,대전광역시
 2019,06,72,26,대전광역시
 2019,07,79,27,대전광역시
 2019,08,78,44,대전광역시
 2019,09,81,28,대전광역시
 2020,03,56,12,대전광역시
 2020,04,51,9,대전광역시
 2020,05,71,18,대전광역시
 2020,06,76,26,대전광역시
 2020,07,88,51,대전광역시
 2020,08,87,46,대전광역시
 2020,09,80,37,대전광역시
 2021,03,65,9,대전광역시
 2021,04,55,13,대전광역시
 2021,05,72,21,대전광역시
 2021,06,76,27,대전광역시
 2021,07,79,40,대전광역시
 2021,08,84,47,대전광역시
 2021,09,81,40,대전광역시
 2022,03,59,11,대전광역시
 2022,04,52,12,대전광역시
 2022,05,50,17,대전광역시
 2022,06,67,14,대전광역시
 2022,07,75,32,대전광역시
 2022,08,79,31,대전광역시
 2022,09,69,20,대전광역시
 1980,03,68,23,울산광역시
 1980,04,68,20,울산광역시
 1980,05,66,18,울산광역시
 1980,06,74,24,울산광역시
 1980,07,83,46,울산광역시
 1980,08,85,55,울산광역시
 1980,09,74,30,울산광역시
 1981,03,61,16,울산광역시
 1981,04,64,17,울산광역시
 1981,05,61,20,울산광역시
 1981,06,76,24,울산광역시
 1981,07,81,45,울산광역시
 1981,08,78,41,울산광역시
 1981,09,75,28,울산광역시
 1982,03,64,19,울산광역시
 1982,04,67,19,울산광역시
 1982,05,72,21,울산광역시
 1982,06,70,28,울산광역시
 1982,07,80,31,울산광역시
 1982,08,78,35,울산광역시
 1982,09,71,27,울산광역시
 1983,03,63,22,울산광역시
 1983,04,63,17,울산광역시
 1983,05,71,20,울산광역시
 1983,06,75,25,울산광역시
 1983,07,80,41,울산광역시
 1983,08,78,36,울산광역시
 1983,09,84,39,울산광역시
 1984,03,55,17,울산광역시
 1984,04,72,23,울산광역시
 1984,05,69,19,울산광역시
 1984,06,79,26,울산광역시
 1984,07,83,35,울산광역시
 1984,08,81,43,울산광역시
 1984,09,81,33,울산광역시
 1985,03,65,15,울산광역시
 1985,04,67,20,울산광역시
 1985,05,72,20,울산광역시
 1985,06,80,31,울산광역시
 1985,07,81,43,울산광역시
 1985,08,82,49,울산광역시
 1985,09,79,32,울산광역시
 1986,03,65,16,울산광역시
 1986,04,63,15,울산광역시
 1986,05,71,19,울산광역시
 1986,06,80,21,울산광역시
 1986,07,88,50,울산광역시
 1986,08,82,37,울산광역시
 1986,09,81,27,울산광역시
 1987,03,66,20,울산광역시
 1987,04,69,17,울산광역시
 1987,05,73,23,울산광역시
 1987,06,77,31,울산광역시
 1987,07,84,46,울산광역시
 1987,08,83,45,울산광역시
 1987,09,73,24,울산광역시
 1988,03,54,14,울산광역시
 1988,04,58,19,울산광역시
 1988,05,62,18,울산광역시
 1988,06,72,27,울산광역시
 1988,07,83,49,울산광역시
 1988,08,83,46,울산광역시
 1988,09,81,50,울산광역시
 1989,03,61,18,울산광역시
 1989,04,62,15,울산광역시
 1989,05,65,23,울산광역시
 1989,06,74,27,울산광역시
 1989,07,79,41,울산광역시
 1989,08,78,36,울산광역시
 1989,09,81,29,울산광역시
 1990,03,58,11,울산광역시
 1990,04,59,17,울산광역시
 1990,05,67,20,울산광역시
 1990,06,74,30,울산광역시
 1990,07,78,41,울산광역시
 1990,08,73,30,울산광역시
 1990,09,78,40,울산광역시
 1991,03,61,13,울산광역시
 1991,04,62,12,울산광역시
 1991,05,68,20,울산광역시
 1991,06,78,33,울산광역시
 1991,07,84,36,울산광역시
 1991,08,83,50,울산광역시
 1991,09,80,26,울산광역시
 1992,03,72,20,울산광역시
 1992,04,66,12,울산광역시
 1992,05,70,23,울산광역시
 1992,06,73,31,울산광역시
 1992,07,77,32,울산광역시
 1992,08,86,51,울산광역시
 1992,09,80,31,울산광역시
 1993,03,65,15,울산광역시
 1993,04,59,17,울산광역시
 1993,05,67,16,울산광역시
 1993,06,73,21,울산광역시
 1993,07,78,39,울산광역시
 1993,08,80,25,울산광역시
 1993,09,70,19,울산광역시
 1994,03,49,11,울산광역시
 1994,04,59,12,울산광역시
 1994,05,64,16,울산광역시
 1994,06,72,27,울산광역시
 1994,07,72,36,울산광역시
 1994,08,73,35,울산광역시
 1994,09,67,20,울산광역시
 1995,03,62,12,울산광역시
 1995,04,52,11,울산광역시
 1995,05,59,13,울산광역시
 1995,06,72,20,울산광역시
 1995,07,73,25,울산광역시
 1995,08,71,33,울산광역시
 1995,09,71,28,울산광역시
 1996,03,53,10,울산광역시
 1996,04,52,12,울산광역시
 1996,05,64,14,울산광역시
 1996,06,82,21,울산광역시
 1996,07,79,40,울산광역시
 1996,08,77,30,울산광역시
 1996,09,73,20,울산광역시
 1997,03,54,10,울산광역시
 1997,04,58,12,울산광역시
 1997,05,67,13,울산광역시
 1997,06,71,19,울산광역시
 1997,07,79,37,울산광역시
 1997,08,79,31,울산광역시
 1997,09,74,31,울산광역시
 1998,03,53,13,울산광역시
 1998,04,76,18,울산광역시
 1998,05,70,13,울산광역시
 1998,06,81,22,울산광역시
 1998,07,84,46,울산광역시
 1998,08,84,38,울산광역시
 1998,09,80,27,울산광역시
 1999,03,61,11,울산광역시
 1999,04,63,8,울산광역시
 1999,05,57,14,울산광역시
 1999,06,72,20,울산광역시
 1999,07,77,37,울산광역시
 1999,08,78,43,울산광역시
 1999,09,77,25,울산광역시
 2000,03,44,10,울산광역시
 2000,04,51,9,울산광역시
 2000,05,65,13,울산광역시
 2000,06,70,15,울산광역시
 2000,07,73,33,울산광역시
 2000,08,77,32,울산광역시
 2000,09,74,18,울산광역시
 2001,03,46,10,울산광역시
 2001,04,51,8,울산광역시
 2001,05,61,10,울산광역시
 2001,06,71,16,울산광역시
 2001,07,71,22,울산광역시
 2001,08,70,25,울산광역시
 2001,09,70,27,울산광역시
 2002,03,50,7,울산광역시
 2002,04,55,11,울산광역시
 2002,05,66,12,울산광역시
 2002,06,62,15,울산광역시
 2002,07,76,29,울산광역시
 2002,08,76,35,울산광역시
 2002,09,71,27,울산광역시
 2003,03,58,13,울산광역시
 2003,04,61,12,울산광역시
 2003,05,69,17,울산광역시
 2003,06,70,15,울산광역시
 2003,07,80,47,울산광역시
 2003,08,75,26,울산광역시
 2003,09,72,31,울산광역시
 2004,03,47,7,울산광역시
 2004,04,50,9,울산광역시
 2004,05,64,13,울산광역시
 2004,06,64,8,울산광역시
 2004,07,70,32,울산광역시
 2004,08,72,26,울산광역시
 2004,09,73,17,울산광역시
 2005,03,51,10,울산광역시
 2005,04,53,8,울산광역시
 2005,05,61,13,울산광역시
 2005,06,69,26,울산광역시
 2005,07,75,36,울산광역시
 2005,08,71,31,울산광역시
 2005,09,75,29,울산광역시
 2006,03,48,9,울산광역시
 2006,04,59,9,울산광역시
 2006,05,67,14,울산광역시
 2006,06,68,23,울산광역시
 2006,07,80,34,울산광역시
 2006,08,72,35,울산광역시
 2006,09,72,26,울산광역시
 2007,03,60,18,울산광역시
 2007,04,56,16,울산광역시
 2007,05,65,20,울산광역시
 2007,06,77,35,울산광역시
 2007,07,83,46,울산광역시
 2007,08,78,43,울산광역시
 2007,09,83,39,울산광역시
 2008,03,62,15,울산광역시
 2008,04,63,14,울산광역시
 2008,05,68,15,울산광역시
 2008,06,78,26,울산광역시
 2008,07,78,42,울산광역시
 2008,08,78,43,울산광역시
 2008,09,78,31,울산광역시
 2009,03,57,12,울산광역시
 2009,04,58,17,울산광역시
 2009,05,63,17,울산광역시
 2009,06,69,20,울산광역시
 2009,07,83,47,울산광역시
 2009,08,78,30,울산광역시
 2009,09,76,34,울산광역시
 2010,03,67,16,울산광역시
 2010,04,63,17,울산광역시
 2010,05,68,18,울산광역시
 2010,06,72,33,울산광역시
 2010,07,80,38,울산광역시
 2010,08,79,47,울산광역시
 2010,09,76,28,울산광역시
 2011,03,46,15,울산광역시
 2011,04,60,10,울산광역시
 2011,05,70,17,울산광역시
 2011,06,75,31,울산광역시
 2011,07,79,48,울산광역시
 2011,08,82,48,울산광역시
 2011,09,75,26,울산광역시
 2012,03,63,16,울산광역시
 2012,04,62,17,울산광역시
 2012,05,67,18,울산광역시
 2012,06,74,34,울산광역시
 2012,07,75,38,울산광역시
 2012,08,75,42,울산광역시
 2012,09,73,31,울산광역시
 2013,03,54,7,울산광역시
 2013,04,53,11,울산광역시
 2013,05,62,9,울산광역시
 2013,06,73,23,울산광역시
 2013,07,67,28,울산광역시
 2013,08,69,33,울산광역시
 2013,09,72,30,울산광역시
 2014,03,60,12,울산광역시
 2014,04,59,12,울산광역시
 2014,05,55,15,울산광역시
 2014,06,74,30,울산광역시
 2014,07,77,29,울산광역시
 2014,08,84,40,울산광역시
 2014,09,75,38,울산광역시
 2015,03,49,6,울산광역시
 2015,04,64,11,울산광역시
 2015,05,54,3,울산광역시
 2015,06,78,20,울산광역시
 2015,07,81,36,울산광역시
 2015,08,78,32,울산광역시
 2015,09,76,15,울산광역시
 2016,03,58,6,울산광역시
 2016,04,69,20,울산광역시
 2016,05,65,10,울산광역시
 2016,06,82,31,울산광역시
 2016,07,88,51,울산광역시
 2016,08,82,26,울산광역시
 2016,09,89,39,울산광역시
 2017,03,58,14,울산광역시
 2017,04,63,14,울산광역시
 2017,05,63,13,울산광역시
 2017,06,74,20,울산광역시
 2017,07,82,34,울산광역시
 2017,08,82,28,울산광역시
 2017,09,77,24,울산광역시
 2018,03,66,12,울산광역시
 2018,04,61,8,울산광역시
 2018,05,74,14,울산광역시
 2018,06,78,26,울산광역시
 2018,07,82,44,울산광역시
 2018,08,81,41,울산광역시
 2018,09,81,39,울산광역시
 2019,03,55,9,울산광역시
 2019,04,62,11,울산광역시
 2019,05,56,12,울산광역시
 2019,06,80,29,울산광역시
 2019,07,84,47,울산광역시
 2019,08,82,42,울산광역시
 2019,09,85,32,울산광역시
 2020,03,59,11,울산광역시
 2020,04,55,10,울산광역시
 2020,05,72,19,울산광역시
 2020,06,75,25,울산광역시
 2020,07,91,52,울산광역시
 2020,08,83,46,울산광역시
 2020,09,81,28,울산광역시
 2021,03,68,8,울산광역시
 2021,04,62,15,울산광역시
 2021,05,68,15,울산광역시
 2021,06,80,32,울산광역시
 2021,07,85,48,울산광역시
 2021,08,87,42,울산광역시
 2021,09,83,42,울산광역시
 2022,03,60,8,울산광역시
 2022,04,59,5,울산광역시
 2022,05,54,13,울산광역시
 2022,06,78,28,울산광역시
 2022,07,83,38,울산광역시
 2022,08,79,37,울산광역시
 2022,09,79,27,울산광역시
 1980,03,71,21,경기도
 1980,04,72,19,경기도
 1980,05,69,21,경기도
 1980,06,82,30,경기도
 1980,07,88,43,경기도
 1980,08,85,45,경기도
 1980,09,78,32,경기도
 1981,03,72,19,경기도
 1981,04,72,22,경기도
 1981,05,72,25,경기도
 1981,06,75,29,경기도
 1981,07,89,48,경기도
 1981,08,85,32,경기도
 1981,09,82,32,경기도
 1982,03,68,21,경기도
 1982,04,64,22,경기도
 1982,05,75,22,경기도
 1982,06,73,36,경기도
 1982,07,77,33,경기도
 1982,08,84,43,경기도
 1982,09,71,28,경기도
 1983,03,72,15,경기도
 1983,04,67,15,경기도
 1983,05,70,24,경기도
 1983,06,72,25,경기도
 1983,07,84,49,경기도
 1983,08,78,37,경기도
 1983,09,80,37,경기도
 1984,03,67,31,경기도
 1984,04,68,25,경기도
 1984,05,70,27,경기도
 1984,06,78,23,경기도
 1984,07,83,45,경기도
 1984,08,82,48,경기도
 1984,09,80,29,경기도
 1985,03,66,21,경기도
 1985,04,73,20,경기도
 1985,05,76,20,경기도
 1985,06,75,31,경기도
 1985,07,82,39,경기도
 1985,08,82,45,경기도
 1985,09,82,23,경기도
 1986,03,71,25,경기도
 1986,04,61,18,경기도
 1986,05,71,25,경기도
 1986,06,78,25,경기도
 1986,07,83,46,경기도
 1986,08,83,41,경기도
 1986,09,80,31,경기도
 1987,03,71,21,경기도
 1987,04,68,19,경기도
 1987,05,72,23,경기도
 1987,06,73,32,경기도
 1987,07,85,38,경기도
 1987,08,86,52,경기도
 1987,09,76,28,경기도
 1988,03,64,20,경기도
 1988,04,66,20,경기도
 1988,05,65,17,경기도
 1988,06,75,35,경기도
 1988,07,83,43,경기도
 1988,08,83,42,경기도
 1988,09,82,31,경기도
 1989,03,66,21,경기도
 1989,04,56,14,경기도
 1989,05,66,15,경기도
 1989,06,68,30,경기도
 1989,07,78,34,경기도
 1989,08,73,37,경기도
 1989,09,79,37,경기도
 1990,03,73,23,경기도
 1990,04,73,25,경기도
 1990,05,79,37,경기도
 1990,06,85,36,경기도
 1990,07,88,56,경기도
 1990,08,84,43,경기도
 1990,09,79,41,경기도
 1991,03,69,21,경기도
 1991,04,64,16,경기도
 1991,05,68,20,경기도
 1991,06,77,27,경기도
 1991,07,86,49,경기도
 1991,08,77,40,경기도
 1991,09,80,39,경기도
 1992,03,64,9,경기도
 1992,04,64,20,경기도
 1992,05,70,24,경기도
 1992,06,74,37,경기도
 1992,07,85,38,경기도
 1992,08,83,47,경기도
 1992,09,80,29,경기도
 1993,03,70,20,경기도
 1993,04,69,19,경기도
 1993,05,69,22,경기도
 1993,06,81,33,경기도
 1993,07,82,39,경기도
 1993,08,87,44,경기도
 1993,09,83,32,경기도
 1994,03,70,20,경기도
 1994,04,61,16,경기도
 1994,05,70,19,경기도
 1994,06,69,28,경기도
 1994,07,81,42,경기도
 1994,08,82,40,경기도
 1994,09,80,33,경기도
 1995,03,76,24,경기도
 1995,04,61,18,경기도
 1995,05,67,20,경기도
 1995,06,74,27,경기도
 1995,07,86,39,경기도
 1995,08,88,48,경기도
 1995,09,84,32,경기도
 1996,03,72,21,경기도
 1996,04,65,19,경기도
 1996,05,70,21,경기도
 1996,06,82,32,경기도
 1996,07,83,46,경기도
 1996,08,78,35,경기도
 1996,09,74,24,경기도
 1997,03,62,20,경기도
 1997,04,57,16,경기도
 1997,05,70,19,경기도
 1997,06,76,30,경기도
 1997,07,81,37,경기도
 1997,08,81,42,경기도
 1997,09,75,29,경기도
 1998,03,67,25,경기도
 1998,04,73,24,경기도
 1998,05,72,25,경기도
 1998,06,74,34,경기도
 1998,07,81,48,경기도
 1998,08,85,44,경기도
 1998,09,79,30,경기도
 1999,03,60,21,경기도
 1999,04,67,25,경기도
 1999,05,72,26,경기도
 1999,06,75,30,경기도
 1999,07,79,38,경기도
 1999,08,82,44,경기도
 1999,09,84,39,경기도
 2000,03,57,15,경기도
 2000,04,56,15,경기도
 2000,05,72,21,경기도
 2000,06,70,19,경기도
 2000,07,76,36,경기도
 2000,08,82,42,경기도
 2000,09,82,30,경기도
 2001,03,58,14,경기도
 2001,04,55,15,경기도
 2001,05,64,18,경기도
 2001,06,73,21,경기도
 2001,07,81,38,경기도
 2001,08,74,34,경기도
 2001,09,67,23,경기도
 2002,03,64,16,경기도
 2002,04,64,11,경기도
 2002,05,72,16,경기도
 2002,06,74,21,경기도
 2002,07,85,42,경기도
 2002,08,90,46,경기도
 2002,09,81,35,경기도
 2003,03,68,21,경기도
 2003,04,68,17,경기도
 2003,05,68,21,경기도
 2003,06,78,23,경기도
 2003,07,83,46,경기도
 2003,08,87,39,경기도
 2003,09,84,33,경기도
 2004,03,55,15,경기도
 2004,04,58,14,경기도
 2004,05,73,22,경기도
 2004,06,74,23,경기도
 2004,07,88,45,경기도
 2004,08,81,39,경기도
 2004,09,79,28,경기도
 2005,03,68,22,경기도
 2005,04,64,18,경기도
 2005,05,68,9,경기도
 2005,06,79,37,경기도
 2005,07,86,50,경기도
 2005,08,84,40,경기도
 2005,09,82,37,경기도
 2006,03,61,13,경기도
 2006,04,64,12,경기도
 2006,05,70,19,경기도
 2006,06,79,29,경기도
 2006,07,86,49,경기도
 2006,08,79,40,경기도
 2006,09,76,29,경기도
 2007,03,70,21,경기도
 2007,04,64,16,경기도
 2007,05,73,26,경기도
 2007,06,72,19,경기도
 2007,07,82,42,경기도
 2007,08,83,41,경기도
 2007,09,83,42,경기도
 2008,03,69,14,경기도
 2008,04,65,18,경기도
 2008,05,71,14,경기도
 2008,06,75,32,경기도
 2008,07,86,51,경기도
 2008,08,79,37,경기도
 2008,09,79,22,경기도
 2009,03,62,18,경기도
 2009,04,65,17,경기도
 2009,05,69,20,경기도
 2009,06,76,25,경기도
 2009,07,83,45,경기도
 2009,08,80,33,경기도
 2009,09,79,28,경기도
 2010,03,69,18,경기도
 2010,04,65,18,경기도
 2010,05,74,27,경기도
 2010,06,76,22,경기도
 2010,07,85,41,경기도
 2010,08,88,42,경기도
 2010,09,84,30,경기도
 2011,03,63,18,경기도
 2011,04,67,17,경기도
 2011,05,69,15,경기도
 2011,06,79,25,경기도
 2011,07,88,41,경기도
 2011,08,88,38,경기도
 2011,09,76,23,경기도
 2012,03,65,16,경기도
 2012,04,67,16,경기도
 2012,05,68,18,경기도
 2012,06,69,26,경기도
 2012,07,87,44,경기도
 2012,08,86,44,경기도
 2012,09,83,30,경기도
 2013,03,65,18,경기도
 2013,04,67,19,경기도
 2013,05,73,23,경기도
 2013,06,76,32,경기도
 2013,07,87,50,경기도
 2013,08,82,38,경기도
 2013,09,79,24,경기도
 2014,03,62,15,경기도
 2014,04,63,14,경기도
 2014,05,64,17,경기도
 2014,06,74,34,경기도
 2014,07,79,34,경기도
 2014,08,81,37,경기도
 2014,09,80,25,경기도
 2015,03,53,14,경기도
 2015,04,63,11,경기도
 2015,05,63,15,경기도
 2015,06,67,20,경기도
 2015,07,78,32,경기도
 2015,08,78,34,경기도
 2015,09,70,23,경기도
 2016,03,58,16,경기도
 2016,04,64,14,경기도
 2016,05,67,13,경기도
 2016,06,73,27,경기도
 2016,07,83,42,경기도
 2016,08,78,38,경기도
 2016,09,76,32,경기도
 2017,03,59,15,경기도
 2017,04,62,10,경기도
 2017,05,66,17,경기도
 2017,06,69,19,경기도
 2017,07,89,44,경기도
 2017,08,87,31,경기도
 2017,09,80,32,경기도
 2018,03,71,16,경기도
 2018,04,67,12,경기도
 2018,05,76,22,경기도
 2018,06,79,26,경기도
 2018,07,83,33,경기도
 2018,08,82,42,경기도
 2018,09,80,33,경기도
 2019,03,67,14,경기도
 2019,04,66,13,경기도
 2019,05,65,14,경기도
 2019,06,78,30,경기도
 2019,07,83,33,경기도
 2019,08,86,48,경기도
 2019,09,85,35,경기도
 2020,03,71,25,경기도
 2020,04,69,25,경기도
 2020,05,80,23,경기도
 2020,06,80,35,경기도
 2020,07,86,47,경기도
 2020,08,93,57,경기도
 2020,09,84,33,경기도
 2021,03,73,22,경기도
 2021,04,65,21,경기도
 2021,05,79,27,경기도
 2021,06,85,39,경기도
 2021,07,85,42,경기도
 2021,08,85,45,경기도
 2021,09,83,47,경기도
 2022,03,70,15,경기도
 2022,04,65,20,경기도
 2022,05,69,17,경기도
 2022,06,84,26,경기도
 2022,07,89,51,경기도
 2022,08,90,42,경기도
 2022,09,84,34,경기도
 1980,03,72,33,강원도
 1980,04,69,26,강원도
 1980,05,66,25,강원도
 1980,06,79,29,강원도
 1980,07,91,53,강원도
 1980,08,94,56,강원도
 1980,09,85,40,강원도
 1981,03,67,25,강원도
 1981,04,69,27,강원도
 1981,05,73,32,강원도
 1981,06,79,38,강원도
 1981,07,89,61,강원도
 1981,08,88,51,강원도
 1981,09,88,47,강원도
 1982,03,74,27,강원도
 1982,04,70,22,강원도
 1982,05,73,20,강원도
 1982,06,84,34,강원도
 1982,07,85,42,강원도
 1982,08,87,44,강원도
 1982,09,79,30,강원도
 1983,03,77,36,강원도
 1983,04,65,18,강원도
 1983,05,67,23,강원도
 1983,06,79,27,강원도
 1983,07,88,56,강원도
 1983,08,87,53,강원도
 1983,09,86,45,강원도
 1984,03,67,32,강원도
 1984,04,84,32,강원도
 1984,05,79,33,강원도
 1984,06,84,38,강원도
 1984,07,89,55,강원도
 1984,08,87,47,강원도
 1984,09,87,47,강원도
 1985,03,77,36,강원도
 1985,04,75,30,강원도
 1985,05,80,36,강원도
 1985,06,90,42,강원도
 1985,07,88,56,강원도
 1985,08,90,54,강원도
 1985,09,86,46,강원도
 1986,03,77,34,강원도
 1986,04,66,25,강원도
 1986,05,74,30,강원도
 1986,06,87,35,강원도
 1986,07,89,55,강원도
 1986,08,85,46,강원도
 1986,09,86,42,강원도
 1987,03,73,37,강원도
 1987,04,70,25,강원도
 1987,05,69,24,강원도
 1987,06,81,34,강원도
 1987,07,84,53,강원도
 1987,08,90,54,강원도
 1987,09,81,37,강원도
 1988,03,70,27,강원도
 1988,04,68,24,강원도
 1988,05,76,32,강원도
 1988,06,85,36,강원도
 1988,07,90,60,강원도
 1988,08,87,54,강원도
 1988,09,88,48,강원도
 1989,03,74,31,강원도
 1989,04,69,22,강원도
 1989,05,71,23,강원도
 1989,06,83,36,강원도
 1989,07,90,50,강원도
 1989,08,86,46,강원도
 1989,09,86,44,강원도
 1990,03,74,27,강원도
 1990,04,71,26,강원도
 1990,05,78,27,강원도
 1990,06,84,36,강원도
 1990,07,92,55,강원도
 1990,08,88,45,강원도
 1990,09,89,40,강원도
 1991,03,73,30,강원도
 1991,04,68,26,강원도
 1991,05,70,26,강원도
 1991,06,79,40,강원도
 1991,07,89,53,강원도
 1991,08,92,57,강원도
 1991,09,87,44,강원도
 1992,03,82,36,강원도
 1992,04,70,31,강원도
 1992,05,80,35,강원도
 1992,06,81,38,강원도
 1992,07,84,57,강원도
 1992,08,94,67,강원도
 1992,09,82,54,강원도
 1993,03,76,50,강원도
 1993,04,71,25,강원도
 1993,05,77,30,강원도
 1993,06,89,50,강원도
 1993,07,90,61,강원도
 1993,08,88,50,강원도
 1993,09,81,35,강원도
 1994,03,68,27,강원도
 1994,04,70,26,강원도
 1994,05,77,29,강원도
 1994,06,81,36,강원도
 1994,07,86,51,강원도
 1994,08,86,52,강원도
 1994,09,84,37,강원도
 1995,03,79,30,강원도
 1995,04,60,22,강원도
 1995,05,66,25,강원도
 1995,06,85,45,강원도
 1995,07,84,42,강원도
 1995,08,88,59,강원도
 1995,09,82,41,강원도
 1996,03,76,24,강원도
 1996,04,68,21,강원도
 1996,05,76,25,강원도
 1996,06,86,42,강원도
 1996,07,88,47,강원도
 1996,08,88,60,강원도
 1996,09,85,44,강원도
 1997,03,69,28,강원도
 1997,04,66,23,강원도
 1997,05,78,24,강원도
 1997,06,84,34,강원도
 1997,07,86,47,강원도
 1997,08,86,52,강원도
 1997,09,84,35,강원도
 1998,03,67,25,강원도
 1998,04,76,30,강원도
 1998,05,74,23,강원도
 1998,06,89,42,강원도
 1998,07,92,54,강원도
 1998,08,91,51,강원도
 1998,09,87,40,강원도
 1999,03,69,28,강원도
 1999,04,70,31,강원도
 1999,05,72,32,강원도
 1999,06,80,34,강원도
 1999,07,88,51,강원도
 1999,08,89,48,강원도
 1999,09,86,41,강원도
 2000,03,59,21,강원도
 2000,04,57,15,강원도
 2000,05,79,23,강원도
 2000,06,78,23,강원도
 2000,07,83,34,강원도
 2000,08,87,40,강원도
 2000,09,85,30,강원도
 2001,03,64,14,강원도
 2001,04,59,13,강원도
 2001,05,70,17,강원도
 2001,06,85,22,강원도
 2001,07,84,34,강원도
 2001,08,90,45,강원도
 2001,09,86,30,강원도
 2002,03,60,16,강원도
 2002,04,60,14,강원도
 2002,05,73,19,강원도
 2002,06,78,24,강원도
 2002,07,88,49,강원도
 2002,08,90,50,강원도
 2002,09,89,40,강원도
 2003,03,80,27,강원도
 2003,04,73,17,강원도
 2003,05,78,17,강원도
 2003,06,83,25,강원도
 2003,07,95,58,강원도
 2003,08,92,44,강원도
 2003,09,91,35,강원도
 2004,03,53,11,강원도
 2004,04,55,10,강원도
 2004,05,72,17,강원도
 2004,06,77,20,강원도
 2004,07,89,49,강원도
 2004,08,91,37,강원도
 2004,09,90,37,강원도
 2005,03,68,15,강원도
 2005,04,58,12,강원도
 2005,05,72,19,강원도
 2005,06,82,31,강원도
 2005,07,90,50,강원도
 2005,08,88,45,강원도
 2005,09,91,43,강원도
 2006,03,58,11,강원도
 2006,04,69,13,강원도
 2006,05,78,18,강원도
 2006,06,82,30,강원도
 2006,07,95,57,강원도
 2006,08,86,44,강원도
 2006,09,86,31,강원도
 2007,03,73,19,강원도
 2007,04,63,13,강원도
 2007,05,69,20,강원도
 2007,06,78,35,강원도
 2007,07,88,45,강원도
 2007,08,86,43,강원도
 2007,09,87,44,강원도
 2008,03,75,17,강원도
 2008,04,66,14,강원도
 2008,05,68,12,강원도
 2008,06,85,30,강원도
 2008,07,84,47,강원도
 2008,08,86,38,강원도
 2008,09,84,30,강원도
 2009,03,66,14,강원도
 2009,04,64,11,강원도
 2009,05,65,13,강원도
 2009,06,75,23,강원도
 2009,07,85,41,강원도
 2009,08,85,31,강원도
 2009,09,83,32,강원도
 2010,03,76,17,강원도
 2010,04,63,13,강원도
 2010,05,67,22,강원도
 2010,06,75,30,강원도
 2010,07,82,40,강원도
 2010,08,86,52,강원도
 2010,09,85,27,강원도
 2011,03,58,14,강원도
 2011,04,63,12,강원도
 2011,05,71,15,강원도
 2011,06,74,26,강원도
 2011,07,88,42,강원도
 2011,08,86,48,강원도
 2011,09,82,27,강원도
 2012,03,69,16,강원도
 2012,04,65,16,강원도
 2012,05,77,19,강원도
 2012,06,88,42,강원도
 2012,07,85,46,강원도
 2012,08,89,48,강원도
 2012,09,85,39,강원도
 2013,03,62,16,강원도
 2013,04,67,21,강원도
 2013,05,69,21,강원도
 2013,06,84,37,강원도
 2013,07,88,46,강원도
 2013,08,83,39,강원도
 2013,09,88,36,강원도
 2014,03,64,18,강원도
 2014,04,66,19,강원도
 2014,05,62,19,강원도
 2014,06,90,31,강원도
 2014,07,80,36,강원도
 2014,08,89,43,강원도
 2014,09,87,40,강원도
 2015,03,52,12,강원도
 2015,04,69,16,강원도
 2015,05,61,16,강원도
 2015,06,83,19,강원도
 2015,07,85,34,강원도
 2015,08,84,47,강원도
 2015,09,84,39,강원도
 2016,03,63,16,강원도
 2016,04,66,13,강원도
 2016,05,67,14,강원도
 2016,06,82,26,강원도
 2016,07,90,55,강원도
 2016,08,85,47,강원도
 2016,09,89,47,강원도
 2017,03,65,17,강원도
 2017,04,58,13,강원도
 2017,05,63,14,강원도
 2017,06,79,28,강원도
 2017,07,87,46,강원도
 2017,08,90,28,강원도
 2017,09,83,28,강원도
 2018,03,69,20,강원도
 2018,04,63,11,강원도
 2018,05,75,25,강원도
 2018,06,76,26,강원도
 2018,07,86,43,강원도
 2018,08,89,48,강원도
