년,월,평균기온(℃),최고기온 평균(℃),최저기온 평균(℃),강수량(mm),지역
 2007,08,25.4,29.8,22.1,1739.7,경기도
 2007,09,20.5,25.0,17.2,1328.2,경기도
 2008,03,5.9,12.7,0.4,268.5,경기도
 2008,04,12.8,20.3,5.9,191.5,경기도
 2008,05,16.8,23.6,10.6,422.7,경기도
 2008,06,20.9,26.7,16.1,764.2,경기도
 2008,07,25.0,29.2,21.9,2910.2,경기도
 2008,08,24.6,30.0,20.4,1159.6,경기도
 2008,09,20.6,27.0,15.9,537.8,경기도
 2009,03,5.5,11.8,-0.5,291.2,경기도
 2009,04,11.6,19.1,4.8,305.8,경기도
 2009,05,18.1,25.1,12.0,587.7,경기도
 2009,06,21.7,27.3,16.7,566.3,경기도
 2009,07,23.6,28.6,19.7,3054.5,경기도
 2009,08,24.7,29.9,20.4,1544.0,경기도
 2009,09,20.1,26.4,15.2,177.8,경기도
 2010,03,4.0,8.9,-0.5,420.0,경기도
 2010,04,9.1,15.4,3.3,306.7,경기도
 2010,05,16.8,23.2,10.9,530.0,경기도
 2010,06,22.6,28.6,17.3,737.8,경기도
 2010,07,25.4,29.7,22.3,1301.8,경기도
 2010,08,26.0,30.4,23.0,2200.0,경기도
 2010,09,20.9,26.3,17.0,2315.0,경기도
 2011,03,3.3,9.6,-2.4,92.7,경기도
 2011,04,10.0,16.8,3.8,674.5,경기도
 2011,05,16.9,23.4,11.2,500.4,경기도
 2011,06,21.4,27.1,16.8,1863.4,경기도
 2011,07,24.5,28.5,21.7,5030.2,경기도
 2011,08,25.2,29.8,21.9,1390.7,경기도
 2011,09,20.2,26.3,15.5,249.5,경기도
 2012,03,4.6,10.3,-0.4,208.7,경기도
 2012,04,11.8,18.7,5.7,689.0,경기도
 2012,05,18.5,25.5,12.4,131.9,경기도
 2012,06,23.3,29.8,18.1,513.8,경기도
 2012,07,25.2,29.8,21.5,1996.4,경기도
 2012,08,26.4,31.2,22.7,2176.8,경기도
 2012,09,19.8,25.6,15.4,934.9,경기도
 2013,03,4.6,11.9,-1.5,188.9,경기도
 2013,04,9.6,16.0,3.6,334.9,경기도
 2013,05,17.7,24.4,11.8,642.9,경기도
 2013,06,23.5,29.4,18.5,325.1,경기도
 2013,07,25.3,28.9,22.8,3188.0,경기도
 2013,08,26.7,31.7,22.9,767.5,경기도
 2013,09,20.5,26.2,16.1,743.4,경기도
 2014,03,7.0,13.8,0.9,54.9,경기도
 2014,04,13.1,20.4,6.9,182.7,경기도
 2014,05,17.9,25.3,11.3,336.4,경기도
 2014,06,22.3,28.1,17.9,367.1,경기도
 2014,07,25.2,30.6,21.1,898.8,경기도
 2014,08,24.0,28.7,20.4,918.6,경기도
 2014,09,20.5,26.9,15.6,428.3,경기도
 2015,03,5.4,13.0,-1.5,61.6,경기도
 2015,04,12.5,19.4,6.3,450.5,경기도
 2015,05,18.1,25.5,11.2,158.4,경기도
 2015,06,22.6,29.1,17.1,367.2,경기도
 2015,07,24.9,29.7,21.1,1212.7,경기도
 2015,08,25.2,30.9,21.1,367.4,경기도
 2015,09,20.6,27.4,14.9,151.4,경기도
 2016,03,6.3,13.4,0.1,248.2,경기도
 2016,04,13.7,21.4,7.4,413.4,경기도
 2016,05,18.5,25.9,12.1,688.2,경기도
 2016,06,22.8,29.0,17.7,151.9,경기도
 2016,07,25.3,30.0,21.7,1730.9,경기도
 2016,08,26.8,32.4,22.5,316.7,경기도
 2016,09,21.7,27.7,17.4,216.9,경기도
 2017,03,5.3,12.7,-1.2,61.4,경기도
 2017,04,13.0,20.4,6.4,280.7,경기도
 2017,05,18.2,25.6,11.5,131.9,경기도
 2017,06,22.1,29.0,16.1,247.8,경기도
 2017,07,25.9,30.2,22.9,2447.2,경기도
 2017,08,24.5,29.4,21.0,1631.7,경기도
 2017,09,20.0,26.8,14.5,123.9,경기도
 2018,03,7.2,13.9,1.5,302.1,경기도
 2018,04,12.1,19.3,5.8,647.7,경기도
 2018,05,17.2,23.6,11.5,1043.7,경기도
 2018,06,22.2,28.6,16.9,663.4,경기도
 2018,07,26.7,32.0,22.4,1050.6,경기도
 2018,08,27.4,33.0,23.1,1346.3,경기도
 2018,09,20.0,26.1,15.0,348.2,경기도
 2019,03,5.9,12.9,-0.3,174.8,경기도
 2019,04,11.1,18.2,4.4,221.8,경기도
 2019,05,18.3,26.0,10.8,141.8,경기도
 2019,06,21.6,27.6,16.3,334.3,경기도
 2019,07,25.1,30.0,21.3,1255.3,경기도
 2019,08,25.9,31.2,21.8,735.1,경기도
 2019,09,21.1,26.5,16.9,1198.2,경기도
 2020,03,6.9,13.9,0.2,87.4,경기도
 2020,04,10.3,17.4,3.4,98.5,경기도
 2020,05,17.3,23.4,12.3,582.1,경기도
 2020,06,23.0,28.6,18.2,551.3,경기도
 2020,07,23.2,27.5,19.7,1461.8,경기도
 2020,08,25.8,29.6,23.1,3340.5,경기도
 2020,09,19.9,25.3,15.9,820.8,경기도
 2021,03,7.9,14.9,1.8,531.2,경기도
 2021,04,13.2,19.8,6.9,502.6,경기도
 2021,05,16.1,22.0,10.8,964.5,경기도
 2021,06,21.8,27.4,17.3,324.3,경기도
 2021,07,26.6,31.8,22.5,590.2,경기도
 2021,08,24.7,29.4,21.0,844.1,경기도
 2021,09,21.2,26.6,16.9,729.2,경기도
 2022,03,6.6,13.1,0.8,462.2,경기도
 2022,04,13.4,20.8,6.9,176.6,경기도
 2022,05,17.7,24.8,10.8,58.0,경기도
 2022,06,22.2,27.1,18.0,2152.3,경기도
 2022,07,26.1,30.6,22.5,1370.4,경기도
 2022,08,24.7,28.6,21.7,2962.0,경기도
 2022,09,20.5,26.7,15.7,956.2,경기도
 1980,03,3.8,9.8,-1.8,303.9,강원도
 1980,04,8.8,14.8,2.8,1296.2,강원도
 1980,05,16.4,22.8,10.0,413.1,강원도
 1980,06,21.2,26.7,16.6,647.9,강원도
 1980,07,21.4,25.7,18.1,2440.9,강원도
 1980,08,20.4,24.4,17.6,1618.5,강원도
 1980,09,16.9,23.1,12.1,843.3,강원도
 1981,03,3.8,10.5,-1.9,346.2,강원도
 1981,04,11.2,18.1,4.8,473.1,강원도
 1981,05,14.7,21.2,8.7,994.8,강원도
 1981,06,19.3,25.3,14.2,908.0,강원도
 1981,07,24.4,28.9,20.6,3113.8,강원도
 1981,08,22.3,27.6,17.9,1775.6,강원도
 1981,09,17.2,23.4,12.3,1943.7,강원도
 1982,03,4.4,10.6,-1.1,349.8,강원도
 1982,04,10.5,17.7,3.6,200.9,강원도
 1982,05,16.3,22.3,10.6,1124.9,강원도
 1982,06,19.5,25.5,14.2,380.7,강원도
 1982,07,22.8,28.3,18.1,1049.8,강원도
 1982,08,23.8,28.4,20.1,2503.1,강원도
 1982,09,17.5,24.5,11.6,30.5,강원도
 1983,03,3.2,9.3,-2.3,526.2,강원도
 1983,04,11.9,18.8,5.3,680.0,강원도
 1983,05,16.6,23.2,10.5,271.1,강원도
 1983,06,19.5,26.0,14.0,705.6,강원도
 1983,07,22.0,26.2,18.7,2040.6,강원도
 1983,08,23.9,28.6,20.2,1435.0,강원도
 1983,09,19.4,24.5,15.5,1159.1,강원도
 1984,03,1.1,6.6,-4.0,129.5,강원도
 1984,04,9.3,15.6,3.4,641.8,강원도
 1984,05,16.0,22.6,9.7,415.4,강원도
 1984,06,20.6,26.0,15.8,866.6,강원도
 1984,07,23.7,28.4,19.9,1954.0,강원도
 1984,08,24.8,29.6,21.3,2362.2,강원도
 1984,09,18.0,23.7,13.7,3235.7,강원도
 1985,03,3.4,8.9,-1.7,304.7,강원도
 1985,04,10.3,17.0,4.0,523.3,강원도
 1985,05,16.2,22.7,10.0,1062.3,강원도
 1985,06,19.5,25.0,14.8,541.7,강원도
 1985,07,24.4,29.2,20.7,962.7,강원도
 1985,08,24.8,29.2,21.1,2752.8,강원도
 1985,09,18.5,22.8,15.1,1848.8,강원도
 1986,03,2.8,9.0,-2.5,202.0,강원도
 1986,04,10.6,17.6,3.4,441.6,강원도
 1986,05,15.5,22.1,9.4,409.8,강원도
 1986,06,19.2,24.3,14.9,950.8,강원도
 1986,07,21.0,25.1,17.8,2000.6,강원도
 1986,08,22.5,27.2,19.0,2242.8,강원도
 1986,09,17.2,22.8,12.8,1140.5,강원도
 1987,03,2.9,8.1,-1.8,394.3,강원도
 1987,04,9.9,16.7,3.5,358.3,강원도
 1987,05,15.9,22.3,9.5,727.7,강원도
 1987,06,19.9,25.9,14.3,921.8,강원도
 1987,07,22.8,27.0,19.3,3271.0,강원도
 1987,08,22.4,26.7,19.4,3435.0,강원도
 1987,09,17.1,23.0,12.3,356.2,강원도
 1988,03,2.0,7.7,-3.3,294.0,강원도
 1988,04,10.1,16.8,3.7,357.2,강원도
 1988,05,16.0,22.5,9.8,484.4,강원도
 1988,06,19.9,25.2,15.2,1015.2,강원도
 1988,07,21.6,25.2,18.7,4198.3,강원도
 1988,08,24.0,29.0,20.0,871.1,강원도
 1988,09,18.1,23.5,13.9,1801.5,강원도
 1989,03,3.9,9.0,-0.8,1125.7,강원도
 1989,04,11.7,19.1,4.4,125.8,강원도
 1989,05,16.3,22.6,10.1,534.4,강원도
 1989,06,18.8,24.0,13.9,1194.1,강원도
 1989,07,22.1,26.6,18.6,3271.3,강원도
 1989,08,22.5,27.3,18.4,1992.8,강원도
 1989,09,18.2,23.2,14.0,1499.9,강원도
 1990,03,5.1,10.5,0.4,782.9,강원도
 1990,04,9.4,15.2,3.8,762.0,강원도
 1990,05,15.1,20.3,10.4,975.5,강원도
 1990,06,19.3,23.7,15.7,2998.0,강원도
 1990,07,22.9,26.7,19.9,3224.2,강원도
 1990,08,24.4,29.5,20.5,1732.6,강원도
 1990,09,18.2,23.4,14.1,5137.8,강원도
 1991,03,2.9,8.2,-1.7,521.3,강원도
 1991,04,10.5,17.8,3.3,617.7,강원도
 1991,05,15.2,21.3,9.0,1006.4,강원도
 1991,06,21.1,26.4,16.2,701.8,강원도
 1991,07,22.9,26.9,19.4,3647.5,강원도
 1991,08,21.8,26.7,17.7,1878.3,강원도
 1991,09,18.2,23.6,13.9,1696.4,강원도
 1992,03,4.4,10.0,-0.6,516.6,강원도
 1992,04,10.3,16.5,4.5,760.6,강원도
 1992,05,14.3,20.0,8.8,1091.7,강원도
 1992,06,18.7,24.4,13.5,685.5,강원도
 1992,07,23.6,27.9,20.0,1750.4,강원도
 1992,08,21.9,25.8,18.8,3689.8,강원도
 1992,09,18.5,23.7,14.2,1805.0,강원도
 1993,03,3.4,9.1,-1.9,462.1,강원도
 1993,04,9.5,15.5,3.7,845.0,강원도
 1993,05,15.7,21.8,10.1,1405.5,강원도
 1993,06,19.2,23.8,15.4,1867.6,강원도
 1993,07,20.3,24.4,16.7,3344.5,강원도
 1993,08,20.6,25.0,17.0,3429.8,강원도
 1993,09,18.2,24.1,12.9,596.9,강원도
 1994,03,2.5,8.0,-2.7,192.5,강원도
 1994,04,12.2,19.2,5.2,252.6,강원도
 1994,05,15.9,21.7,10.2,1052.8,강원도
 1994,06,19.8,25.3,14.3,1246.9,강원도
 1994,07,26.3,31.0,22.3,1220.7,강원도
 1994,08,25.1,29.8,21.2,2512.9,강원도
 1994,09,18.3,24.0,13.7,547.0,강원도
 1995,03,3.4,8.8,-1.3,795.6,강원도
 1995,04,9.9,16.6,3.2,448.0,강원도
 1995,05,15.0,21.2,8.6,418.7,강원도
 1995,06,18.2,23.2,13.9,880.6,강원도
 1995,07,23.2,27.4,19.8,2977.4,강원도
 1995,08,24.5,28.8,21.3,6352.8,강원도
 1995,09,17.3,22.8,12.6,897.7,강원도
 1996,03,2.4,8.0,-2.8,935.6,강원도
 1996,04,9.1,15.3,2.6,590.7,강원도
 1996,05,15.6,22.3,9.5,313.4,강원도
 1996,06,19.6,24.3,15.8,2582.2,강원도
 1996,07,22.3,26.9,18.7,3673.0,강원도
 1996,08,23.1,27.8,19.3,1667.8,강원도
 1996,09,18.4,25.0,13.4,309.2,강원도
 1997,03,4.8,11.3,-1.2,369.6,강원도
 1997,04,11.1,17.3,4.9,533.9,강원도
 1997,05,15.1,20.5,9.9,2830.5,강원도
 1997,06,20.2,26.0,15.2,1413.1,강원도
 1997,07,23.5,28.4,19.6,2630.5,강원도
 1997,08,23.8,28.7,19.9,1849.5,강원도
 1997,09,17.0,22.6,12.4,1871.9,강원도
 1998,03,6.0,12.2,0.1,295.1,강원도
 1998,04,13.4,19.3,8.1,1406.8,강원도
 1998,05,16.6,22.7,10.8,924.9,강원도
 1998,06,19.0,23.5,14.9,2296.9,강원도
 1998,07,22.3,25.8,19.5,4400.0,강원도
 1998,08,23.1,27.4,20.1,5080.9,강원도
 1998,09,20.1,25.6,15.6,1936.7,강원도
 1999,03,4.4,10.5,-1.5,769.6,강원도
 1999,04,11.2,17.7,4.8,1206.0,강원도
 1999,05,15.8,22.0,9.9,1467.8,강원도
 1999,06,20.7,26.4,15.8,1246.9,강원도
 1999,07,23.0,27.2,19.5,2422.0,강원도
 1999,08,22.9,27.5,19.5,5045.4,강원도
 1999,09,20.5,25.3,16.8,4470.9,강원도
 2000,03,4.8,11.1,-1.1,151.7,강원도
 2000,04,10.2,16.5,3.9,410.9,강원도
 2000,05,15.6,21.8,10.4,827.0,강원도
 2000,06,20.6,26.7,15.4,1453.7,강원도
 2000,07,24.6,29.9,20.5,1721.9,강원도
 2000,08,23.7,28.3,20.4,3756.1,강원도
 2000,09,17.7,22.8,13.9,3390.4,강원도
 2001,03,3.6,9.6,-2.0,229.3,강원도
 2001,04,11.6,18.7,4.6,203.1,강원도
 2001,05,17.3,23.7,11.6,239.7,강원도
 2001,06,20.7,25.9,16.5,2007.5,강원도
 2001,07,24.3,29.2,20.4,3434.0,강원도
 2001,08,23.5,29.1,19.3,1015.2,강원도
 2001,09,18.6,24.8,13.2,1549.6,강원도
 2002,03,6.7,13.0,0.6,329.7,강원도
 2002,04,12.1,18.8,5.6,1297.4,강원도
 2002,05,15.8,21.8,10.1,1038.3,강원도
 2002,06,19.6,25.5,14.2,818.8,강원도
 2002,07,22.8,27.0,19.3,2749.7,강원도
 2002,08,22.1,25.9,19.4,7719.7,강원도
 2002,09,17.9,23.5,13.5,1074.2,강원도
 2003,03,3.9,9.3,-1.1,546.3,강원도
 2003,04,10.7,16.8,5.1,1878.3,강원도
 2003,05,16.0,22.3,10.2,1444.1,강원도
 2003,06,19.8,24.8,15.5,1667.9,강원도
 2003,07,21.3,25.5,18.1,3322.3,강원도
 2003,08,22.2,26.5,19.0,4554.2,강원도
 2003,09,18.6,23.4,15.0,4283.1,강원도
 2004,03,4.8,10.9,-1.2,213.7,강원도
 2004,04,11.8,18.7,5.1,998.2,강원도
 2004,05,16.4,22.0,11.3,1085.1,강원도
 2004,06,20.9,26.4,15.9,2270.8,강원도
 2004,07,23.6,27.6,20.6,4760.0,강원도
 2004,08,22.9,27.7,19.3,3442.2,강원도
 2004,09,19.0,24.4,14.9,2074.6,강원도
 2005,03,2.9,8.7,-2.7,714.7,강원도
 2005,04,12.0,18.4,5.6,721.4,강원도
 2005,05,15.3,21.7,9.4,734.2,강원도
 2005,06,21.3,26.7,16.8,1889.5,강원도
 2005,07,23.9,28.1,20.7,3120.5,강원도
 2005,08,23.7,28.3,20.4,3128.1,강원도
 2005,09,19.3,24.0,15.6,3769.4,강원도
 2006,03,4.1,10.2,-1.8,166.1,강원도
 2006,04,9.6,15.3,4.5,1066.3,강원도
 2006,05,16.0,21.9,10.7,1337.5,강원도
 2006,06,19.9,25.3,15.5,1628.7,강원도
 2006,07,21.5,25.0,18.9,9339.8,강원도
 2006,08,24.9,29.9,21.2,1688.7,강원도
 2006,09,17.8,23.7,12.9,734.4,강원도
 2007,03,4.7,10.2,-0.2,1356.1,강원도
 2007,04,10.2,16.2,4.5,410.9,강원도
 2007,05,16.5,22.5,11.2,1330.8,강원도
 2007,06,20.5,26.2,15.1,875.4,강원도
 2007,07,22.2,26.1,19.2,2872.0,강원도
 2007,08,24.6,29.0,21.2,3726.2,강원도
 2007,09,19.7,23.7,16.6,4050.5,강원도
 2008,03,5.1,11.0,0.0,838.6,강원도
 2008,04,11.9,18.2,5.7,398.1,강원도
 2008,05,16.3,22.4,10.5,854.5,강원도
 2008,06,18.9,24.2,14.3,1232.9,강원도
 2008,07,24.7,29.0,21.4,4670.4,강원도
 2008,08,23.0,27.8,19.0,2869.9,강원도
 2008,09,19.5,25.2,15.0,1119.1,강원도
 2009,03,5.3,10.7,-0.1,781.5,강원도
 2009,04,11.3,17.9,4.9,724.5,강원도
 2009,05,17.3,23.5,11.6,964.5,강원도
 2009,06,20.5,25.6,15.9,1527.1,강원도
 2009,07,22.3,26.8,18.8,5897.9,강원도
 2009,08,22.8,27.5,18.9,2738.9,강원도
 2009,09,19.0,24.7,14.3,483.2,강원도
 2010,03,3.1,7.3,-0.8,1283.4,강원도
 2010,04,8.6,14.1,3.2,610.3,강원도
 2010,05,16.1,21.9,10.4,1272.8,강원도
 2010,06,21.2,27.2,15.7,579.9,강원도
 2010,07,24.5,28.8,21.2,1717.3,강원도
 2010,08,25.4,29.6,22.3,3729.4,강원도
 2010,09,19.5,24.5,15.7,4823.5,강원도
 2011,03,3.0,8.5,-2.5,350.1,강원도
 2011,04,9.8,15.8,3.9,1751.5,강원도
 2011,05,15.8,21.4,10.6,1404.8,강원도
 2011,06,20.7,26.1,16.0,4972.9,강원도
 2011,07,23.2,26.9,20.4,7467.0,강원도
 2011,08,24.1,28.6,20.9,2404.9,강원도
 2011,09,18.8,24.0,14.6,2022.5,강원도
 2012,03,3.8,8.6,-0.8,860.9,강원도
 2012,04,11.4,17.6,5.5,1551.3,강원도
 2012,05,16.7,22.7,11.2,543.1,강원도
 2012,06,20.6,25.9,16.4,938.6,강원도
 2012,07,24.0,28.5,20.5,3823.6,강원도
 2012,08,24.6,29.1,21.1,4218.2,강원도
 2012,09,18.4,23.5,14.3,2452.8,강원도
 2013,03,4.9,11.3,-1.0,703.6,강원도
 2013,04,8.8,14.6,3.3,813.3,강원도
 2013,05,16.9,23.1,11.3,1190.3,강원도
 2013,06,21.4,26.8,17.1,1068.5,강원도
 2013,07,25.0,28.8,22.1,6281.8,강원도
 2013,08,26.1,30.9,22.3,1493.7,강원도
 2013,09,19.2,24.2,15.3,1910.6,강원도
 2014,03,6.3,12.2,0.4,416.6,강원도
 2014,04,12.4,18.8,6.4,1177.8,강원도
 2014,05,17.9,24.6,11.5,465.2,강원도
 2014,06,20.6,25.7,16.7,855.2,강원도
 2014,07,24.5,29.7,20.3,1658.3,강원도
 2014,08,22.6,26.8,19.4,3381.4,강원도
 2014,09,19.4,25.1,15.0,1798.3,강원도
 2015,03,5.6,12.2,-0.9,235.3,강원도
 2015,04,11.3,17.3,5.5,1036.2,강원도
 2015,05,18.2,24.9,11.3,266.6,강원도
 2015,06,20.8,26.8,15.6,1389.8,강원도
 2015,07,23.2,27.7,19.6,2344.6,강원도
 2015,08,24.1,29.4,20.3,1940.5,강원도
 2015,09,18.8,24.7,14.0,556.1,강원도
 2016,03,5.8,11.6,0.2,436.0,강원도
 2016,04,12.9,19.4,6.8,1087.2,강원도
 2016,05,17.7,24.5,11.2,881.5,강원도
 2016,06,21.4,26.8,16.7,657.8,강원도
 2016,07,23.6,27.9,20.4,5679.1,강원도
 2016,08,24.9,30.1,20.9,1741.7,강원도
 2016,09,19.9,24.7,16.4,1097.2,강원도
 2017,03,4.8,10.9,-0.7,378.3,강원도
 2017,04,13.1,19.6,6.7,774.3,강원도
 2017,05,18.1,24.6,11.8,360.8,강원도
 2017,06,20.5,26.6,15.0,929.3,강원도
 2017,07,25.1,29.1,22.0,5579.2,강원도
 2017,08,23.3,27.5,20.0,4819.6,강원도
 2017,09,18.9,24.8,14.0,591.9,강원도
 2018,03,6.9,12.6,1.0,840.0,강원도
 2018,04,12.0,18.4,5.8,1871.5,강원도
 2018,05,16.3,22.1,10.8,2451.1,강원도
 2018,06,21.4,27.2,16.4,1109.7,강원도
 2018,07,25.2,30.0,21.4,3041.0,강원도
 2018,08,25.5,30.5,21.6,5183.7,강원도
 2018,09,18.5,23.7,14.1,1788.9,강원도
 2019,03,5.9,11.9,0.1,583.2,강원도
 2019,04,10.5,16.8,4.3,857.9,강원도
 2019,05,18.3,25.2,11.1,208.1,강원도
 2019,06,20.2,26.0,15.3,1446.7,강원도
 2019,07,24.0,28.4,20.6,2823.9,강원도
 2019,08,24.8,29.7,20.9,2620.6,강원도
 2019,09,20.0,25.1,16.2,2718.0,강원도
 2020,03,6.5,12.9,0.2,391.7,강원도
 2020,04,9.6,16.0,3.2,502.7,강원도
 2020,05,16.7,22.5,11.7,1672.9,강원도
 2020,06,22.4,27.9,17.6,1704.9,강원도
 2020,07,21.8,26.1,18.3,3802.9,강원도
 2020,08,25.1,29.0,22.2,7113.5,강원도
 2020,09,18.7,23.5,14.9,4265.0,강원도
 2021,03,7.3,13.5,1.7,1416.8,강원도
 2021,04,11.9,18.0,6.0,1437.8,강원도
 2021,05,15.5,21.1,10.2,2232.0,강원도
 2021,06,20.6,25.7,16.3,1101.7,강원도
 2021,07,25.3,30.6,21.2,2025.2,강원도
 2021,08,23.5,27.9,20.2,3469.2,강원도
 2021,09,19.9,24.8,16.0,1894.2,강원도
 2022,03,6.2,12.0,0.7,1241.5,강원도
 2022,04,13.2,19.8,6.6,557.8,강원도
 2022,05,17.3,23.9,10.5,130.4,강원도
 2022,06,21.3,26.2,17.0,3738.1,강원도
 2022,07,24.8,29.4,21.5,2974.0,강원도
 2022,08,24.0,27.9,20.8,5661.5,강원도
 2022,09,19.4,25.3,14.8,2770.9,강원도
 1980,03,4.4,11.2,-1.7,207.9,충청북도
 1980,04,9.9,16.2,3.4,834.8,충청북도
 1980,05,16.2,23.2,9.2,812.0,충청북도
 1980,06,21.6,27.0,17.0,1205.1,충청북도
 1980,07,22.6,26.9,19.1,2178.5,충청북도
 1980,08,21.8,26.0,18.6,1218.4,충청북도
 1980,09,17.9,24.6,12.3,325.1,충청북도
 1981,03,5.1,12.4,-1.3,202.6,충청북도
 1981,04,11.6,18.8,4.6,203.3,충청북도
 1981,05,16.1,22.9,9.1,173.1,충청북도
 1981,06,21.3,27.3,15.6,586.7,충청북도
 1981,07,25.4,29.8,22.0,1724.7,충청북도
 1981,08,23.3,28.4,19.1,1327.0,충청북도
 1981,09,18.0,24.8,12.8,767.4,충청북도
 1982,03,5.0,11.8,-1.1,267.3,충청북도
 1982,04,11.4,18.7,3.9,113.2,충청북도
 1982,05,17.6,24.2,11.0,597.9,충청북도
 1982,06,21.3,27.9,15.0,56.4,충청북도
 1982,07,23.9,29.9,19.0,730.0,충청북도
 1982,08,24.6,29.5,20.6,1431.7,충청북도
 1982,09,18.2,25.4,11.9,15.9,충청북도
 1983,03,5.0,11.5,-0.9,378.9,충청북도
 1983,04,12.6,19.9,5.7,720.1,충청북도
 1983,05,17.5,24.5,11.0,286.6,충청북도
 1983,06,21.6,28.3,15.6,705.3,충청북도
 1983,07,23.5,27.9,20.0,1301.3,충청북도
 1983,08,25.1,30.2,21.2,859.7,충청북도
 1983,09,20.7,26.0,16.5,798.7,충청북도
 1984,03,1.9,8.0,-3.8,123.4,충청북도
 1984,04,11.3,18.4,4.6,625.1,충청북도
 1984,05,17.6,24.9,10.6,342.7,충청북도
 1984,06,21.8,27.6,16.8,841.1,충청북도
 1984,07,24.8,29.5,20.9,1175.7,충청북도
 1984,08,26.1,31.4,22.3,871.1,충청북도
 1984,09,18.7,25.0,13.9,1131.7,충청북도
 1985,03,4.1,10.1,-1.1,324.0,충청북도
 1985,04,11.1,18.9,3.9,279.4,충청북도
 1985,05,17.6,24.2,11.2,730.5,충청북도
 1985,06,21.2,27.0,16.2,289.4,충청북도
 1985,07,24.9,29.7,21.2,1415.9,충청북도
 1985,08,25.9,31.0,21.8,1425.7,충청북도
 1985,09,19.8,24.6,16.0,1321.3,충청북도
 1986,03,4.0,10.9,-1.7,181.0,충청북도
 1986,04,11.6,19.3,3.9,148.3,충청북도
 1986,05,16.6,23.3,10.3,510.3,충청북도
 1986,06,21.4,26.4,16.8,1004.7,충청북도
 1986,07,23.0,27.2,19.5,1279.2,충청북도
 1986,08,23.9,29.3,19.9,1091.1,충청북도
 1986,09,18.3,24.4,13.4,512.3,충청북도
 1987,03,4.0,10.0,-1.2,232.5,충청북도
 1987,04,10.6,18.1,3.5,217.1,충청북도
 1987,05,16.7,23.6,10.2,442.9,충청북도
 1987,06,21.6,28.0,15.5,631.9,충청북도
 1987,07,23.6,28.0,20.0,2606.6,충청북도
 1987,08,24.0,28.7,20.7,2853.3,충청북도
 1987,09,18.3,25.2,12.9,161.8,충청북도
 1988,03,3.2,9.3,-2.5,205.1,충청북도
 1988,04,10.8,18.2,3.3,270.3,충청북도
 1988,05,17.1,24.2,10.3,222.0,충청북도
 1988,06,22.0,27.7,16.8,291.2,충청북도
 1988,07,23.8,28.0,20.3,2723.3,충청북도
 1988,08,24.8,30.8,20.2,560.3,충청북도
 1988,09,19.3,26.1,14.0,266.4,충청북도
 1989,03,5.0,11.4,-0.7,385.5,충청북도
 1989,04,13.0,21.3,4.9,96.5,충청북도
 1989,05,17.4,24.3,10.6,276.9,충청북도
 1989,06,20.2,26.1,14.9,709.4,충청북도
 1989,07,23.7,28.7,19.6,2222.6,충청북도
 1989,08,24.3,29.5,19.5,609.1,충청북도
 1989,09,19.3,25.1,14.7,1263.3,충청북도
 1990,03,6.2,12.4,0.8,331.2,충청북도
 1990,04,10.6,17.2,4.3,411.5,충청북도
 1990,05,16.2,21.9,10.7,453.6,충청북도
 1990,06,21.0,25.9,16.9,1575.0,충청북도
 1990,07,25.1,29.7,21.6,1568.8,충청북도
 1990,08,25.8,31.8,21.1,1037.3,충청북도
 1990,09,20.3,26.1,15.6,1502.1,충청북도
 1991,03,4.4,10.4,-0.8,312.8,충청북도
 1991,04,11.8,20.1,3.9,406.9,충청북도
 1991,05,16.6,23.4,9.9,429.0,충청북도
 1991,06,22.3,28.0,17.2,489.2,충청북도
 1991,07,23.9,28.0,20.4,2142.9,충청북도
 1991,08,23.8,29.0,19.3,609.2,충청북도
 1991,09,19.3,25.1,14.7,920.0,충청북도
 1992,03,6.1,12.6,0.4,170.3,충청북도
 1992,04,11.2,18.7,4.3,507.2,충청북도
 1992,05,15.6,22.1,9.4,484.6,충청북도
 1992,06,20.1,26.4,14.2,120.9,충청북도
 1992,07,24.8,30.2,20.5,1039.1,충청북도
 1992,08,23.9,28.8,19.9,1085.7,충청북도
 1992,09,19.2,24.9,14.5,836.9,충청북도
 1993,03,4.0,10.9,-1.9,197.6,충청북도
 1993,04,10.3,17.4,3.4,275.3,충청북도
 1993,05,16.7,23.8,10.3,681.7,충청북도
 1993,06,21.0,26.1,16.6,762.2,충청북도
 1993,07,22.2,26.8,18.1,1483.9,충청북도
 1993,08,21.3,25.9,17.6,1753.5,충청북도
 1993,09,18.7,25.7,12.9,528.6,충청북도
 1994,03,2.9,8.8,-2.9,238.0,충청북도
 1994,04,13.4,21.5,5.1,131.2,충청북도
 1994,05,16.8,23.3,10.1,528.9,충청북도
 1994,06,21.3,27.7,15.0,887.2,충청북도
 1994,07,27.5,33.5,22.6,660.9,충청북도
 1994,08,26.1,31.7,21.5,1171.0,충청북도
 1994,09,18.4,25.7,12.6,217.0,충청북도
 1995,03,4.4,10.8,-1.1,209.0,충청북도
 1995,04,10.2,18.4,2.2,298.2,충청북도
 1995,05,15.6,22.7,8.3,273.7,충청북도
 1995,06,20.1,26.1,14.5,211.7,충청북도
 1995,07,24.0,28.9,20.1,1046.9,충청북도
 1995,08,25.2,30.4,21.4,3360.3,충청북도
 1995,09,17.5,24.0,12.4,187.4,충청북도
 1996,03,3.2,9.2,-2.3,529.5,충청북도
