년,월,평균풍속(m/s),최대풍속(m/s),지역
 1990,05,4.4,13.5,부산광역시
 1990,06,4.2,15.7,부산광역시
 1990,07,4.2,13.0,부산광역시
 1990,08,3.6,12.0,부산광역시
 1990,09,4.5,13.7,부산광역시
 1991,03,4.6,11.7,부산광역시
 1991,04,3.9,16.7,부산광역시
 1991,05,4.1,10.0,부산광역시
 1991,06,3.6,14.0,부산광역시
 1991,07,4.8,18.0,부산광역시
 1991,08,4.7,15.0,부산광역시
 1991,09,3.9,18.3,부산광역시
 1992,03,4.2,11.0,부산광역시
 1992,04,4.7,16.7,부산광역시
 1992,05,4.2,18.0,부산광역시
 1992,06,3.6,14.8,부산광역시
 1992,07,4.8,14.7,부산광역시
 1992,08,4.1,13.7,부산광역시
 1992,09,4.1,20.0,부산광역시
 1993,03,3.8,14.3,부산광역시
 1993,04,4.7,17.5,부산광역시
 1993,05,3.5,12.3,부산광역시
 1993,06,3.4,17.7,부산광역시
 1993,07,3.9,12.0,부산광역시
 1993,08,3.3,16.0,부산광역시
 1993,09,3.3,16.0,부산광역시
 1994,03,4.0,15.7,부산광역시
 1994,04,4.1,14.3,부산광역시
 1994,05,4.1,15.0,부산광역시
 1994,06,3.9,15.0,부산광역시
 1994,07,4.1,13.3,부산광역시
 1994,08,4.5,14.7,부산광역시
 1994,09,3.7,12.0,부산광역시
 1995,03,4.5,14.0,부산광역시
 1995,04,4.3,17.7,부산광역시
 1995,05,4.0,13.5,부산광역시
 1995,06,3.7,10.3,부산광역시
 1995,07,4.7,22.5,부산광역시
 1995,08,4.5,12.3,부산광역시
 1995,09,3.7,10.5,부산광역시
 1996,03,4.3,14.3,부산광역시
 1996,04,4.1,21.7,부산광역시
 1996,05,3.4,13.5,부산광역시
 1996,06,3.7,17.8,부산광역시
 1996,07,4.4,16.7,부산광역시
 1996,08,3.7,9.5,부산광역시
 1996,09,3.2,10.7,부산광역시
 1997,03,4.4,17.3,부산광역시
 1997,04,4.0,14.3,부산광역시
 1997,05,4.5,20.8,부산광역시
 1997,06,3.5,14.8,부산광역시
 1997,07,4.2,17.7,부산광역시
 1997,08,4.1,16.8,부산광역시
 1997,09,3.9,12.8,부산광역시
 1998,03,4.1,16.7,부산광역시
 1998,04,4.0,17.0,부산광역시
 1998,05,3.4,20.0,부산광역시
 1998,06,4.2,16.7,부산광역시
 1998,07,4.6,16.7,부산광역시
 1998,08,3.9,14.7,부산광역시
 1998,09,3.6,10.7,부산광역시
 1999,03,3.7,13.0,부산광역시
 1999,04,3.9,15.3,부산광역시
 1999,05,3.8,12.8,부산광역시
 1999,06,3.3,17.0,부산광역시
 1999,07,4.5,16.0,부산광역시
 1999,08,3.5,18.3,부산광역시
 1999,09,3.9,14.0,부산광역시
 2000,03,3.9,13.8,부산광역시
 2000,04,4.2,12.9,부산광역시
 2000,05,3.5,12.1,부산광역시
 2000,06,3.0,15.0,부산광역시
 2000,07,3.4,15.9,부산광역시
 2000,08,3.6,15.6,부산광역시
 2000,09,4.5,18.7,부산광역시
 2001,03,4.2,13.8,부산광역시
 2001,04,4.0,12.7,부산광역시
 2001,05,3.6,12.6,부산광역시
 2001,06,3.7,18.9,부산광역시
 2001,07,3.3,9.9,부산광역시
 2001,08,3.6,11.5,부산광역시
 2001,09,4.1,9.8,부산광역시
 2002,03,3.9,13.0,부산광역시
 2002,04,4.3,17.5,부산광역시
 2002,05,3.7,11.8,부산광역시
 2002,06,3.6,12.9,부산광역시
 2002,07,3.9,15.1,부산광역시
 2002,08,4.2,17.5,부산광역시
 2002,09,4.0,17.1,부산광역시
 2003,03,3.6,11.0,부산광역시
 2003,04,3.3,12.6,부산광역시
 2003,05,2.7,13.2,부산광역시
 2003,06,2.7,13.0,부산광역시
 2003,07,2.7,12.5,부산광역시
 2003,08,3.0,11.7,부산광역시
 2003,09,3.2,26.1,부산광역시
 2004,03,3.4,15.3,부산광역시
 2004,04,3.2,10.9,부산광역시
 2004,05,3.2,14.5,부산광역시
 2004,06,2.5,9.2,부산광역시
 2004,07,3.5,12.2,부산광역시
 2004,08,2.9,14.5,부산광역시
 2004,09,3.4,15.7,부산광역시
 2005,03,3.4,9.7,부산광역시
 2005,04,3.9,13.0,부산광역시
 2005,05,2.7,10.0,부산광역시
 2005,06,3.0,14.5,부산광역시
 2005,07,2.5,10.7,부산광역시
 2005,08,2.9,10.7,부산광역시
 2005,09,3.3,14.3,부산광역시
 2006,03,3.5,9.4,부산광역시
 2006,04,3.8,13.2,부산광역시
 2006,05,3.2,13.2,부산광역시
 2006,06,2.3,11.7,부산광역시
 2006,07,2.9,16.0,부산광역시
 2006,08,2.9,12.8,부산광역시
 2006,09,3.6,16.7,부산광역시
 2007,03,3.6,15.6,부산광역시
 2007,04,3.8,15.1,부산광역시
 2007,05,3.6,10.3,부산광역시
 2007,06,3.1,12.0,부산광역시
 2007,07,2.8,11.8,부산광역시
 2007,08,3.4,11.1,부산광역시
 2007,09,3.6,12.4,부산광역시
 2008,03,3.5,9.3,부산광역시
 2008,04,3.4,12.0,부산광역시
 2008,05,3.3,12.7,부산광역시
 2008,06,3.2,12.0,부산광역시
 2008,07,3.4,9.9,부산광역시
 2008,08,3.4,12.5,부산광역시
 2008,09,2.7,7.6,부산광역시
 2009,03,3.7,12.9,부산광역시
 2009,04,3.3,10.8,부산광역시
 2009,05,3.3,12.0,부산광역시
 2009,06,3.3,11.5,부산광역시
 2009,07,3.8,17.3,부산광역시
 2009,08,3.6,13.6,부산광역시
 2009,09,2.8,6.9,부산광역시
 2010,03,4.1,14.7,부산광역시
 2010,04,3.4,12.6,부산광역시
 2010,05,3.2,13.7,부산광역시
 2010,06,2.5,9.5,부산광역시
 2010,07,3.3,10.2,부산광역시
 2010,08,3.5,15.6,부산광역시
 2010,09,3.1,13.9,부산광역시
 2011,03,3.6,11.0,부산광역시
 2011,04,4.3,14.5,부산광역시
 2011,05,3.5,12.0,부산광역시
 2011,06,3.3,12.1,부산광역시
 2011,07,3.4,13.6,부산광역시
 2011,08,3.4,11.1,부산광역시
 2011,09,3.1,9.8,부산광역시
 2012,03,3.8,13.0,부산광역시
 2012,04,4.0,15.4,부산광역시
 2012,05,2.7,8.7,부산광역시
 2012,06,2.8,10.3,부산광역시
 2012,07,3.3,12.6,부산광역시
 2012,08,3.7,14.9,부산광역시
 2012,09,3.1,17.8,부산광역시
 2013,03,3.8,15.8,부산광역시
 2013,04,4.1,12.6,부산광역시
 2013,05,3.2,9.3,부산광역시
 2013,06,2.6,8.9,부산광역시
 2013,07,4.9,14.0,부산광역시
 2013,08,3.3,11.2,부산광역시
 2013,09,2.7,8.0,부산광역시
 2014,03,3.5,14.6,부산광역시
 2014,04,2.8,8.8,부산광역시
 2014,05,3.6,11.6,부산광역시
 2014,06,2.8,7.2,부산광역시
 2014,07,3.2,14.0,부산광역시
 2014,08,3.5,12.1,부산광역시
 2014,09,2.8,11.2,부산광역시
 2015,03,3.5,10.3,부산광역시
 2015,04,3.5,14.8,부산광역시
 2015,05,3.0,13.3,부산광역시
 2015,06,2.6,10.8,부산광역시
 2015,07,3.7,13.4,부산광역시
 2015,08,3.0,10.2,부산광역시
 2015,09,2.9,7.0,부산광역시
 2016,03,3.2,13.0,부산광역시
 2016,04,3.2,15.1,부산광역시
 2016,05,3.4,15.5,부산광역시
 2016,06,2.9,12.7,부산광역시
 2016,07,3.3,18.6,부산광역시
 2016,08,3.0,13.3,부산광역시
 2016,09,2.6,9.1,부산광역시
 2017,03,3.1,9.8,부산광역시
 2017,04,3.8,15.3,부산광역시
 2017,05,3.3,9.6,부산광역시
 2017,06,2.9,8.1,부산광역시
 2017,07,3.5,11.4,부산광역시
 2017,08,2.9,9.5,부산광역시
 2017,09,2.8,8.8,부산광역시
 2018,03,3.9,12.5,부산광역시
 2018,04,4.0,14.3,부산광역시
 2018,05,3.8,13.3,부산광역시
 2018,06,3.1,12.5,부산광역시
 2018,07,3.0,8.3,부산광역시
 2018,08,3.5,15.5,부산광역시
 2018,09,3.0,9.7,부산광역시
 2019,03,3.6,12.7,부산광역시
 2019,04,3.2,10.0,부산광역시
 2019,05,3.3,14.8,부산광역시
 2019,06,2.6,12.5,부산광역시
 2019,07,3.7,10.7,부산광역시
 2019,08,3.1,11.5,부산광역시
 2019,09,2.8,12.2,부산광역시
 2020,03,3.6,13.3,부산광역시
 2020,04,3.7,13.0,부산광역시
 2020,05,3.1,11.8,부산광역시
 2020,06,3.0,13.0,부산광역시
 2020,07,2.7,13.2,부산광역시
 2020,08,4.0,13.4,부산광역시
 2020,09,3.5,20.5,부산광역시
 2021,03,3.3,11.3,부산광역시
 2021,04,3.4,12.9,부산광역시
 2021,05,3.5,14.8,부산광역시
 2021,06,2.6,9.4,부산광역시
 2021,07,3.2,14.6,부산광역시
 2021,08,3.0,18.0,부산광역시
 2021,09,3.0,9.4,부산광역시
 2022,03,3.4,12.0,부산광역시
 2022,04,3.3,11.9,부산광역시
 2022,05,3.2,9.0,부산광역시
 2022,06,4.3,13.9,부산광역시
 2022,07,2.6,10.1,부산광역시
 2022,08,3.7,10.5,부산광역시
 2022,09,3.0,16.2,부산광역시
 1980,03,2.9,11.0,서울특별시
 1980,04,3.2,17.7,서울특별시
 1980,05,3.1,13.7,서울특별시
 1980,06,2.7,11.7,서울특별시
 1980,07,2.2,12.0,서울특별시
 1980,08,2.2,8.3,서울특별시
 1980,09,2.1,8.2,서울특별시
 1981,03,2.9,12.5,서울특별시
 1981,04,2.8,10.5,서울특별시
 1981,05,3.4,14.0,서울특별시
 1981,06,2.5,12.5,서울특별시
 1981,07,2.6,12.8,서울특별시
 1981,08,2.2,8.3,서울특별시
 1981,09,2.3,7.7,서울특별시
 1982,03,2.9,9.7,서울특별시
 1982,04,2.9,10.3,서울특별시
 1982,05,2.9,11.7,서울특별시
 1982,06,2.4,8.0,서울특별시
 1982,07,2.4,8.3,서울특별시
 1982,08,2.4,12.0,서울특별시
 1982,09,2.0,11.0,서울특별시
 1983,03,2.5,10.3,서울특별시
 1983,04,3.4,16.8,서울특별시
 1983,05,2.5,11.3,서울특별시
 1983,06,2.5,9.3,서울특별시
 1983,07,2.6,8.7,서울특별시
 1983,08,2.4,8.0,서울특별시
 1983,09,1.8,10.0,서울특별시
 1984,03,3.3,10.3,서울특별시
 1984,04,2.8,10.5,서울특별시
 1984,05,2.7,9.0,서울특별시
 1984,06,2.5,11.5,서울특별시
 1984,07,2.4,13.7,서울특별시
 1984,08,2.3,7.3,서울특별시
 1984,09,2.1,11.8,서울특별시
 1985,03,2.9,9.2,서울특별시
 1985,04,2.9,11.0,서울특별시
 1985,05,2.4,7.7,서울특별시
 1985,06,2.2,7.5,서울특별시
 1985,07,2.4,11.7,서울특별시
 1985,08,2.2,12.3,서울특별시
 1985,09,2.1,9.0,서울특별시
 1986,03,2.6,8.2,서울특별시
 1986,04,3.1,10.7,서울특별시
 1986,05,2.8,11.0,서울특별시
 1986,06,2.2,6.7,서울특별시
 1986,07,2.2,9.3,서울특별시
 1986,08,2.3,9.7,서울특별시
 1986,09,2.1,9.0,서울특별시
 1987,03,3.1,11.8,서울특별시
 1987,04,2.7,13.3,서울특별시
 1987,05,2.5,8.7,서울특별시
 1987,06,2.2,9.7,서울특별시
 1987,07,2.5,12.3,서울특별시
 1987,08,2.1,9.3,서울특별시
 1987,09,2.2,8.7,서울특별시
 1988,03,2.8,10.3,서울특별시
 1988,04,3.1,12.2,서울특별시
 1988,05,2.4,11.0,서울특별시
 1988,06,2.5,8.7,서울특별시
 1988,07,2.5,9.2,서울특별시
 1988,08,2.2,9.8,서울특별시
 1988,09,1.8,7.7,서울특별시
 1989,03,2.9,13.3,서울특별시
 1989,04,2.5,10.7,서울특별시
 1989,05,2.8,9.0,서울특별시
 1989,06,2.4,9.2,서울특별시
 1989,07,2.1,10.7,서울특별시
 1989,08,2.3,10.0,서울특별시
 1989,09,2.1,9.7,서울특별시
 1990,03,2.7,8.7,서울특별시
 1990,04,3.0,10.2,서울특별시
 1990,05,2.7,10.7,서울특별시
 1990,06,2.4,11.3,서울특별시
 1990,07,2.3,9.8,서울특별시
 1990,08,2.0,10.5,서울특별시
 1990,09,1.9,7.3,서울특별시
 1991,03,2.7,9.3,서울특별시
 1991,04,2.6,13.3,서울특별시
 1991,05,2.9,10.2,서울특별시
 1991,06,2.4,10.7,서울특별시
 1991,07,2.3,11.7,서울특별시
 1991,08,2.0,7.3,서울특별시
 1991,09,1.7,7.7,서울특별시
 1992,03,2.3,8.0,서울특별시
 1992,04,2.7,11.0,서울특별시
 1992,05,2.6,8.0,서울특별시
 1992,06,2.5,8.7,서울특별시
 1992,07,2.6,11.7,서울특별시
 1992,08,1.5,10.0,서울특별시
 1992,09,1.8,9.5,서울특별시
 1993,03,2.6,10.0,서울특별시
 1993,04,3.1,15.2,서울특별시
 1993,05,2.4,10.7,서울특별시
 1993,06,2.2,9.7,서울특별시
 1993,07,2.1,7.7,서울특별시
 1993,08,2.0,7.5,서울특별시
 1993,09,2.0,9.7,서울특별시
 1994,03,3.2,9.7,서울특별시
 1994,04,2.4,10.3,서울특별시
 1994,05,2.8,10.3,서울특별시
 1994,06,2.2,8.3,서울특별시
 1994,07,2.1,8.2,서울특별시
 1994,08,2.2,8.3,서울특별시
 1994,09,1.9,7.0,서울특별시
 1995,03,2.8,10.3,서울특별시
 1995,04,3.1,8.7,서울특별시
 1995,05,2.7,9.7,서울특별시
 1995,06,2.0,5.7,서울특별시
 1995,07,2.5,7.7,서울특별시
 1995,08,2.4,8.0,서울특별시
 1995,09,1.6,9.3,서울특별시
 1996,03,2.7,8.0,서울특별시
 1996,04,3.0,7.3,서울특별시
 1996,05,2.2,7.0,서울특별시
 1996,06,1.9,11.7,서울특별시
 1996,07,1.9,7.3,서울특별시
 1996,08,1.7,6.0,서울특별시
 1996,09,1.8,6.0,서울특별시
 1997,03,2.8,12.7,서울특별시
 1997,04,2.7,11.0,서울특별시
 1997,05,2.5,9.3,서울특별시
 1997,06,2.1,8.8,서울특별시
 1997,07,1.9,7.3,서울특별시
 1997,08,2.2,12.3,서울특별시
 1997,09,2.0,9.0,서울특별시
 1998,03,2.8,9.7,서울특별시
 1998,04,2.2,16.0,서울특별시
 1998,05,2.2,9.0,서울특별시
 1998,06,2.1,8.0,서울특별시
 1998,07,2.5,9.0,서울특별시
 1998,08,2.0,10.0,서울특별시
 1998,09,1.8,8.0,서울특별시
 1999,03,2.5,8.3,서울특별시
 1999,04,2.6,9.7,서울특별시
 1999,05,2.2,8.7,서울특별시
 1999,06,1.8,8.3,서울특별시
 1999,07,2.1,9.7,서울특별시
 1999,08,1.2,11.3,서울특별시
 1999,09,1.3,6.0,서울특별시
 2000,03,3.0,12.2,서울특별시
 2000,04,2.9,9.5,서울특별시
 2000,05,2.3,8.3,서울특별시
 2000,06,1.9,6.6,서울특별시
 2000,07,2.1,9.5,서울특별시
 2000,08,1.7,9.2,서울특별시
 2000,09,1.7,12.5,서울특별시
 2001,03,2.8,8.9,서울특별시
 2001,04,2.5,8.0,서울특별시
 2001,05,2.1,7.2,서울특별시
 2001,06,1.6,5.9,서울특별시
 2001,07,1.4,6.0,서울특별시
 2001,08,1.0,4.6,서울특별시
 2001,09,1.1,5.3,서울특별시
 2002,03,2.1,6.3,서울특별시
 2002,04,2.3,11.7,서울특별시
 2002,05,2.3,7.5,서울특별시
 2002,06,2.0,8.6,서울특별시
 2002,07,2.1,7.0,서울특별시
 2002,08,2.0,10.4,서울특별시
 2002,09,1.6,8.9,서울특별시
 2003,03,2.3,7.5,서울특별시
 2003,04,2.5,9.0,서울특별시
 2003,05,1.8,7.8,서울특별시
 2003,06,2.0,6.9,서울특별시
 2003,07,1.8,7.0,서울특별시
 2003,08,1.4,6.4,서울특별시
 2003,09,1.1,6.2,서울특별시
 2004,03,2.7,9.2,서울특별시
 2004,04,2.7,7.8,서울특별시
 2004,05,2.6,9.1,서울특별시
 2004,06,2.1,6.8,서울특별시
 2004,07,2.3,7.9,서울특별시
 2004,08,2.4,7.1,서울특별시
 2004,09,2.2,8.0,서울특별시
 2005,03,2.9,9.5,서울특별시
 2005,04,3.0,10.4,서울특별시
 2005,05,2.4,9.3,서울특별시
 2005,06,2.4,8.8,서울특별시
 2005,07,2.2,8.0,서울특별시
 2005,08,2.6,8.2,서울특별시
 2005,09,2.3,8.4,서울특별시
 2006,03,2.9,10.9,서울특별시
 2006,04,3.0,9.1,서울특별시
 2006,05,2.5,8.6,서울특별시
 2006,06,2.2,8.0,서울특별시
 2006,07,2.3,9.2,서울특별시
 2006,08,2.1,7.6,서울특별시
 2006,09,2.1,7.1,서울특별시
 2007,03,2.7,10.0,서울특별시
 2007,04,2.8,9.4,서울특별시
 2007,05,2.6,8.7,서울특별시
 2007,06,2.3,6.9,서울특별시
 2007,07,2.4,7.3,서울특별시
 2007,08,2.6,9.9,서울특별시
 2007,09,2.5,8.0,서울특별시
 2008,03,2.6,8.3,서울특별시
 2008,04,2.7,10.9,서울특별시
 2008,05,2.7,8.7,서울특별시
 2008,06,2.7,7.5,서울특별시
 2008,07,2.4,7.9,서울특별시
 2008,08,2.5,8.6,서울특별시
 2008,09,1.9,6.6,서울특별시
 2009,03,3.1,8.8,서울특별시
 2009,04,2.6,8.6,서울특별시
 2009,05,2.5,8.2,서울특별시
 2009,06,2.5,8.8,서울특별시
 2009,07,2.3,10.4,서울특별시
 2009,08,2.2,7.1,서울특별시
 2009,09,1.8,6.5,서울특별시
 2010,03,2.9,10.2,서울특별시
 2010,04,2.9,10.9,서울특별시
 2010,05,2.6,9.9,서울특별시
 2010,06,2.1,6.0,서울특별시
 2010,07,2.5,7.9,서울특별시
 2010,08,2.4,10.7,서울특별시
 2010,09,2.3,14.0,서울특별시
 2011,03,3.4,9.9,서울특별시
 2011,04,3.2,9.5,서울특별시
 2011,05,2.8,9.7,서울특별시
 2011,06,2.9,10.9,서울특별시
 2011,07,2.4,9.3,서울특별시
 2011,08,2.5,9.4,서울특별시
 2011,09,2.4,7.6,서울특별시
 2012,03,3.5,10.2,서울특별시
 2012,04,3.4,12.0,서울특별시
 2012,05,2.7,8.6,서울특별시
 2012,06,2.8,9.1,서울특별시
 2012,07,2.7,7.7,서울특별시
 2012,08,3.0,13.7,서울특별시
 2012,09,2.3,11.5,서울특별시
 2013,03,3.0,8.8,서울특별시
 2013,04,3.4,9.9,서울특별시
 2013,05,2.9,8.5,서울특별시
 2013,06,2.2,6.2,서울특별시
 2013,07,3.4,10.9,서울특별시
 2013,08,2.8,9.9,서울특별시
 2013,09,2.2,6.2,서울특별시
 2014,03,3.0,9.1,서울특별시
 2014,04,2.8,9.3,서울특별시
 2014,05,3.2,11.1,서울특별시
 2014,06,2.6,8.3,서울특별시
 2014,07,2.8,10.8,서울특별시
 2014,08,2.4,9.3,서울특별시
 2014,09,2.1,7.1,서울특별시
 2015,03,3.1,9.1,서울특별시
 2015,04,3.1,10.4,서울특별시
 2015,05,3.0,11.1,서울특별시
 2015,06,2.5,7.8,서울특별시
 2015,07,2.8,8.0,서울특별시
 2015,08,2.4,8.1,서울특별시
 2015,09,2.3,6.7,서울특별시
 2016,03,2.4,7.1,서울특별시
 2016,04,2.4,8.0,서울특별시
 2016,05,2.4,8.7,서울특별시
 2016,06,2.1,6.8,서울특별시
 2016,07,2.1,6.1,서울특별시
 2016,08,2.1,7.3,서울특별시
 2016,09,2.0,8.1,서울특별시
 2017,03,2.4,8.5,서울특별시
 2017,04,2.6,8.1,서울특별시
 2017,05,2.4,8.5,서울특별시
 2017,06,2.4,6.4,서울특별시
 2017,07,2.0,7.3,서울특별시
 2017,08,2.3,7.7,서울특별시
 2017,09,2.0,6.8,서울특별시
 2018,03,1.9,6.9,서울특별시
 2018,04,2.0,8.8,서울특별시
 2018,05,1.7,8.0,서울특별시
 2018,06,1.7,5.7,서울특별시
 2018,07,1.5,4.2,서울특별시
 2018,08,1.7,7.1,서울특별시
 2018,09,1.6,5.7,서울특별시
 2019,03,2.1,7.2,서울특별시
 2019,04,1.9,7.3,서울특별시
 2019,05,2.1,6.1,서울특별시
 2019,06,1.7,5.3,서울특별시
 2019,07,1.8,5.9,서울특별시
 2019,08,1.6,7.5,서울특별시
 2019,09,2.2,11.8,서울특별시
 2020,03,2.5,8.2,서울특별시
 2020,04,3.0,8.9,서울특별시
 2020,05,2.4,7.2,서울특별시
 2020,06,2.3,7.6,서울특별시
 2020,07,2.4,8.7,서울특별시
 2020,08,2.3,8.3,서울특별시
 2020,09,2.5,9.8,서울특별시
 2021,03,2.4,6.9,서울특별시
 2021,04,2.6,7.1,서울특별시
 2021,05,2.4,8.4,서울특별시
 2021,06,2.2,7.8,서울특별시
 2021,07,2.0,7.4,서울특별시
 2021,08,2.1,8.3,서울특별시
 2021,09,2.3,7.1,서울특별시
 2022,03,2.5,8.8,서울특별시
 2022,04,2.7,8.4,서울특별시
 2022,05,2.6,7.6,서울특별시
 2022,06,2.5,9.9,서울특별시
 2022,07,2.1,5.6,서울특별시
 2022,08,2.3,8.6,서울특별시
 2022,09,2.4,8.0,서울특별시
 1980,03,2.2,10.0,울산광역시
 1980,04,3.0,12.7,울산광역시
 1980,05,2.5,11.0,울산광역시
 1980,06,2.2,10.7,울산광역시
 1980,07,1.9,8.3,울산광역시
 1980,08,2.1,7.7,울산광역시
 1980,09,2.2,12.7,울산광역시
 1981,03,2.4,11.0,울산광역시
 1981,04,1.8,10.0,울산광역시
 1981,05,1.9,10.0,울산광역시
 1981,06,1.3,9.0,울산광역시
 1981,07,1.7,9.0,울산광역시
 1981,08,1.4,6.7,울산광역시
 1981,09,1.7,12.7,울산광역시
 1982,03,2.3,10.2,울산광역시
 1982,04,2.1,15.7,울산광역시
 1982,05,1.9,11.7,울산광역시
 1982,06,1.8,7.5,울산광역시
 1982,07,1.6,7.7,울산광역시
 1982,08,2.0,10.0,울산광역시
 1982,09,2.1,10.0,울산광역시
 1983,03,2.4,9.0,울산광역시
 1983,04,2.0,12.3,울산광역시
 1983,05,1.6,9.0,울산광역시
 1983,06,1.3,6.7,울산광역시
 1983,07,1.6,9.0,울산광역시
 1983,08,1.9,11.3,울산광역시
 1983,09,1.7,7.3,울산광역시
 1984,03,2.5,10.0,울산광역시
 1984,04,1.9,8.3,울산광역시
 1984,05,2.0,7.0,울산광역시
 1984,06,1.9,7.0,울산광역시
 1984,07,2.0,7.0,울산광역시
 1984,08,1.9,9.0,울산광역시
 1984,09,1.7,6.3,울산광역시
 1985,03,2.5,10.0,울산광역시
 1985,04,2.6,11.0,울산광역시
 1985,05,2.3,9.0,울산광역시
 1985,06,1.8,7.3,울산광역시
 1985,07,1.6,6.7,울산광역시
 1985,08,2.0,10.7,울산광역시
 1985,09,1.8,8.7,울산광역시
 1986,03,2.7,7.7,울산광역시
 1986,04,2.4,7.0,울산광역시
 1986,05,2.2,7.0,울산광역시
 1986,06,1.8,5.7,울산광역시
 1986,07,1.8,5.7,울산광역시
 1986,08,2.3,11.0,울산광역시
 1986,09,1.7,7.0,울산광역시
 1987,03,2.6,12.3,울산광역시
 1987,04,2.3,12.3,울산광역시
 1987,05,1.8,8.3,울산광역시
 1987,06,2.1,7.3,울산광역시
 1987,07,2.0,14.3,울산광역시
 1987,08,1.9,18.3,울산광역시
 1987,09,2.0,9.7,울산광역시
 1988,03,2.9,14.0,울산광역시
 1988,04,2.8,15.0,울산광역시
 1988,05,2.2,11.0,울산광역시
 1988,06,2.0,7.8,울산광역시
 1988,07,2.2,7.2,울산광역시
 1988,08,2.0,8.3,울산광역시
 1988,09,2.2,8.8,울산광역시
 1989,03,2.7,11.3,울산광역시
 1989,04,2.3,12.7,울산광역시
 1989,05,2.3,10.0,울산광역시
 1989,06,2.2,9.3,울산광역시
 1989,07,2.2,9.7,울산광역시
 1989,08,2.6,9.7,울산광역시
 1989,09,1.7,7.7,울산광역시
 1990,03,2.6,9.3,울산광역시
 1990,04,2.8,13.0,울산광역시
 1990,05,2.3,10.7,울산광역시
 1990,06,2.0,8.3,울산광역시
 1990,07,1.9,6.8,울산광역시
 1990,08,1.7,7.0,울산광역시
 1990,09,2.0,6.7,울산광역시
 1991,03,2.4,7.0,울산광역시
 1991,04,2.2,8.0,울산광역시
 1991,05,2.2,8.3,울산광역시
 1991,06,1.7,7.0,울산광역시
 1991,07,1.9,9.3,울산광역시
 1991,08,2.4,10.0,울산광역시
 1991,09,1.7,9.0,울산광역시
 1992,03,2.0,7.7,울산광역시
 1992,04,2.4,8.3,울산광역시
 1992,05,2.0,7.5,울산광역시
 1992,06,2.0,8.0,울산광역시
 1992,07,1.9,7.2,울산광역시
 1992,08,2.0,8.3,울산광역시
 1992,09,1.7,8.7,울산광역시
 1993,03,2.1,7.7,울산광역시
 1993,04,2.5,8.2,울산광역시
 1993,05,1.7,8.2,울산광역시
 1993,06,1.6,8.0,울산광역시
 1993,07,1.6,6.0,울산광역시
 1993,08,1.3,9.7,울산광역시
 1993,09,1.6,6.2,울산광역시
 1994,03,2.3,8.3,울산광역시
 1994,04,2.0,8.0,울산광역시
 1994,05,2.1,7.3,울산광역시
 1994,06,1.8,12.3,울산광역시
 1994,07,1.9,6.3,울산광역시
 1994,08,2.1,5.8,울산광역시
 1994,09,1.8,6.7,울산광역시
 1995,03,2.3,9.7,울산광역시
 1995,04,2.2,8.5,울산광역시
 1995,05,2.0,7.5,울산광역시
 1995,06,1.8,7.0,울산광역시
 1995,07,2.1,9.7,울산광역시
 1995,08,2.0,7.0,울산광역시
 1995,09,1.7,6.7,울산광역시
 1996,03,2.4,7.5,울산광역시
 1996,04,2.3,6.3,울산광역시
 1996,05,1.7,6.2,울산광역시
 1996,06,1.6,6.8,울산광역시
 1996,07,1.9,6.0,울산광역시
 1996,08,1.8,6.0,울산광역시
 1996,09,1.6,7.2,울산광역시
 1997,03,2.2,8.0,울산광역시
 1997,04,2.1,7.3,울산광역시
 1997,05,2.1,7.7,울산광역시
 1997,06,1.9,7.5,울산광역시
 1997,07,1.9,8.2,울산광역시
 1997,08,2.0,7.5,울산광역시
 1997,09,1.9,7.5,울산광역시
 1998,03,2.9,14.7,울산광역시
 1998,04,2.2,9.0,울산광역시
 1998,05,2.0,13.0,울산광역시
 1998,06,2.4,10.0,울산광역시
 1998,07,2.6,9.7,울산광역시
 1998,08,2.0,8.5,울산광역시
 1998,09,2.2,13.0,울산광역시
 1999,03,2.4,12.3,울산광역시
 1999,04,2.8,10.0,울산광역시
 1999,05,2.3,10.7,울산광역시
 1999,06,2.0,9.7,울산광역시
 1999,07,2.8,11.3,울산광역시
 1999,08,2.1,10.0,울산광역시
 1999,09,2.0,10.3,울산광역시
 2000,03,2.6,10.2,울산광역시
 2000,04,2.6,10.0,울산광역시
 2000,05,1.9,6.8,울산광역시
 2000,06,1.9,6.1,울산광역시
 2000,07,2.1,8.5,울산광역시
 2000,08,1.9,9.2,울산광역시
 2000,09,2.4,10.0,울산광역시
 2001,03,2.5,10.7,울산광역시
 2001,04,2.1,7.4,울산광역시
 2001,05,1.8,8.0,울산광역시
 2001,06,1.6,7.1,울산광역시
 2001,07,1.7,6.7,울산광역시
 2001,08,1.7,6.3,울산광역시
 2001,09,1.9,6.9,울산광역시
 2002,03,1.6,5.8,울산광역시
 2002,04,1.6,5.4,울산광역시
 2002,05,1.2,4.4,울산광역시
 2002,06,1.1,4.1,울산광역시
 2002,07,1.1,5.9,울산광역시
 2002,08,1.1,13.1,울산광역시
 2002,09,2.0,10.3,울산광역시
 2003,03,2.4,7.9,울산광역시
 2003,04,2.6,7.9,울산광역시
 2003,05,2.2,8.0,울산광역시
 2003,06,1.9,10.4,울산광역시
 2003,07,1.9,7.5,울산광역시
 2003,08,1.9,7.2,울산광역시
 2003,09,2.2,18.3,울산광역시
